player,nba_id,season,team,age,GP,GS,MIN,PPG,RPG,APG,SPG,BPG,TOV,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,TS_pct
Kareem Abdul-Jabbar,76003,1969-70,MIL,23.0,82,0.0,43.1,28.8,14.5,4.1,,,,11.4,22.1,0.518,,,,5.9,9.1,0.653,0.5516
Kareem Abdul-Jabbar,76003,1970-71,MIL,24.0,82,82.0,40.1,31.7,16.0,3.3,,,,13.0,22.5,0.577,,,,5.7,8.3,0.69,0.6061
Kareem Abdul-Jabbar,76003,1971-72,MIL,25.0,81,81.0,44.2,34.8,16.6,4.6,,,,14.3,24.9,0.574,,,,6.2,9.0,0.689,0.6029
Kareem Abdul-Jabbar,76003,1972-73,MIL,26.0,76,76.0,42.8,30.2,16.1,5.0,,,,12.9,23.3,0.554,,,,4.3,6.1,0.713,0.5811
Kareem Abdul-Jabbar,76003,1973-74,MIL,27.0,81,81.0,43.8,27.0,14.5,4.8,1.4,3.5,,11.7,21.7,0.539,,,,3.6,5.2,0.702,0.5628
Kareem Abdul-Jabbar,76003,1974-75,MIL,28.0,65,64.0,42.3,30.0,14.0,4.1,1.0,3.3,,12.5,24.4,0.513,,,,5.0,6.6,0.763,0.5494
Kareem Abdul-Jabbar,76003,1975-76,LAL,29.0,82,82.0,41.2,27.7,16.9,5.0,1.5,4.1,,11.1,21.1,0.529,,,,5.5,7.8,0.703,0.5646
Kareem Abdul-Jabbar,76003,1976-77,LAL,30.0,82,82.0,36.8,26.2,13.3,3.9,1.2,3.2,,10.8,18.7,0.579,,,,4.6,6.5,0.701,0.6076
Kareem Abdul-Jabbar,76003,1977-78,LAL,31.0,62,62.0,36.5,25.8,12.9,4.3,1.7,3.0,3.4,10.7,19.4,0.55,,,,4.4,5.6,0.783,0.59
Kareem Abdul-Jabbar,76003,1978-79,LAL,32.0,80,80.0,39.5,23.8,12.8,5.4,1.0,4.0,3.5,9.7,16.8,0.577,,,,4.4,5.9,0.736,0.6135
Kareem Abdul-Jabbar,76003,1979-80,LAL,33.0,82,81.0,38.3,24.8,10.8,4.5,1.0,3.4,3.6,10.2,16.9,0.604,0.0,0.0,0.0,4.4,5.8,0.765,0.6375
Kareem Abdul-Jabbar,76003,1980-81,LAL,34.0,80,80.0,37.2,26.2,10.3,3.4,0.7,2.9,3.1,10.5,18.2,0.574,0.0,0.0,0.0,5.3,6.9,0.766,0.6169
Kareem Abdul-Jabbar,76003,1981-82,LAL,35.0,76,76.0,35.2,23.9,8.7,3.0,0.8,2.7,3.0,9.9,17.1,0.579,0.0,0.0,0.0,4.1,5.8,0.706,0.6081
Kareem Abdul-Jabbar,76003,1982-83,LAL,36.0,79,79.0,32.3,21.8,7.5,2.5,0.8,2.2,2.5,9.1,15.5,0.588,0.0,0.0,0.0,3.5,4.7,0.749,0.6204
Kareem Abdul-Jabbar,76003,1983-84,LAL,37.0,80,80.0,32.8,21.5,7.3,2.6,0.7,1.8,2.8,9.0,15.5,0.578,0.0,0.0,0.0,3.6,4.9,0.723,0.6089
Kareem Abdul-Jabbar,76003,1984-85,LAL,38.0,79,79.0,33.3,22.0,7.9,3.2,0.8,2.1,2.5,9.2,15.3,0.599,0.0,0.0,0.0,3.7,5.0,0.732,0.6286
Kareem Abdul-Jabbar,76003,1985-86,LAL,39.0,79,79.0,33.3,23.4,6.1,3.5,0.8,1.6,2.6,9.6,16.9,0.564,0.0,0.0,0.0,4.3,5.6,0.765,0.6042
Kareem Abdul-Jabbar,76003,1986-87,LAL,40.0,78,78.0,31.3,17.5,6.7,2.6,0.6,1.2,2.4,7.2,12.7,0.564,0.0,0.0,0.333,3.1,4.4,0.714,0.5978
Kareem Abdul-Jabbar,76003,1987-88,LAL,41.0,80,80.0,28.9,14.6,6.0,1.7,0.6,1.2,2.0,6.0,11.3,0.532,0.0,0.0,0.0,2.6,3.4,0.762,0.5705
Kareem Abdul-Jabbar,76003,1988-89,LAL,42.0,74,74.0,22.9,10.1,4.5,1.0,0.5,1.1,1.3,4.2,8.9,0.475,0.0,0.0,0.0,1.6,2.2,0.739,0.5118
Ray Allen,951,1996-97,MIL,21.0,82,81.0,31.0,13.4,4.0,2.6,0.9,0.1,1.8,4.8,11.1,0.43,1.4,3.6,0.393,2.5,3.0,0.823,0.5395
Ray Allen,951,1997-98,MIL,22.0,82,82.0,40.1,19.5,4.9,4.3,1.4,0.1,3.2,6.9,16.0,0.428,1.6,4.5,0.364,4.2,4.8,0.875,0.5383
Ray Allen,951,1998-99,MIL,23.0,50,50.0,34.4,17.1,4.2,3.6,1.1,0.1,2.4,6.1,13.5,0.45,1.5,4.2,0.356,3.5,3.9,0.903,0.5619
Ray Allen,951,1999-00,MIL,24.0,82,82.0,37.4,22.1,4.4,3.8,1.3,0.2,2.2,7.8,17.2,0.455,2.1,5.0,0.423,4.3,4.9,0.887,0.5709
Ray Allen,951,2000-01,MIL,25.0,82,82.0,38.2,22.0,5.2,4.6,1.5,0.2,2.5,7.7,16.0,0.48,2.5,5.7,0.433,4.2,4.8,0.888,0.6073
Ray Allen,951,2001-02,MIL,26.0,69,67.0,36.6,21.8,4.5,3.9,1.3,0.3,2.3,7.7,16.6,0.462,3.3,7.7,0.434,3.1,3.6,0.873,0.5994
Ray Allen,951,2002-03,MIL,27.0,47,46.0,35.8,21.3,4.6,3.5,1.2,0.2,2.5,7.5,17.1,0.437,2.6,6.6,0.395,3.8,4.1,0.913,0.5634
Ray Allen,951,2002-03,SEA,27.0,29,29.0,41.3,24.5,5.6,5.9,1.6,0.1,2.8,8.5,19.3,0.441,2.7,7.7,0.351,4.8,5.2,0.92,0.5674
Ray Allen,951,2002-03,TOT,27.0,76,75.0,37.9,22.5,5.0,4.4,1.4,0.2,2.6,7.9,17.9,0.439,2.6,7.0,0.377,4.2,4.5,0.916,0.5659
Ray Allen,951,2003-04,SEA,28.0,56,56.0,38.4,23.0,5.1,4.8,1.3,0.2,2.8,8.0,18.2,0.44,2.6,6.8,0.392,4.4,4.8,0.904,0.5662
Ray Allen,951,2004-05,SEA,29.0,78,78.0,39.3,23.9,4.4,3.7,1.1,0.1,2.2,8.2,19.2,0.428,2.7,7.1,0.376,4.8,5.5,0.883,0.5527
Ray Allen,951,2005-06,SEA,30.0,78,78.0,38.7,25.1,4.3,3.7,1.3,0.2,2.4,8.7,19.2,0.454,3.4,8.4,0.412,4.2,4.6,0.903,0.5913
Ray Allen,951,2006-07,SEA,31.0,55,55.0,40.3,26.4,4.5,4.1,1.5,0.2,2.8,9.2,21.0,0.438,3.0,8.1,0.372,5.1,5.6,0.903,0.5626
Ray Allen,951,2007-08,BOS,32.0,73,73.0,35.9,17.4,3.7,3.1,0.9,0.2,1.7,6.0,13.5,0.445,2.5,6.2,0.398,2.9,3.2,0.907,0.5836
Ray Allen,951,2008-09,BOS,33.0,79,79.0,36.4,18.2,3.5,2.8,0.9,0.2,1.7,6.3,13.2,0.48,2.5,6.2,0.409,3.0,3.2,0.952,0.6229
Ray Allen,951,2009-10,BOS,34.0,80,80.0,35.2,16.3,3.2,2.6,0.8,0.3,1.6,5.8,12.2,0.477,1.8,5.0,0.363,2.9,3.2,0.913,0.5989
Ray Allen,951,2010-11,BOS,35.0,80,80.0,36.1,16.5,3.4,2.7,1.0,0.2,1.5,6.0,12.2,0.491,2.1,4.7,0.444,2.4,2.7,0.881,0.6162
Ray Allen,951,2011-12,BOS,36.0,46,42.0,34.0,14.2,3.1,2.4,1.1,0.2,1.5,4.9,10.7,0.458,2.3,5.1,0.453,2.1,2.3,0.915,0.6062
Ray Allen,951,2012-13,MIA,37.0,79,0.0,25.8,10.9,2.7,1.7,0.8,0.2,1.3,3.7,8.2,0.449,1.8,4.2,0.419,1.8,2.0,0.886,0.6002
Ray Allen,951,2013-14,MIA,38.0,73,9.0,26.5,9.6,2.8,2.0,0.7,0.1,1.2,3.3,7.4,0.442,1.6,4.2,0.375,1.4,1.6,0.905,0.5923
Giannis Antetokounmpo,203507,2013-14,MIL,19.0,77,23.0,24.6,6.8,4.4,1.9,0.8,0.8,1.6,2.2,5.4,0.414,0.5,1.5,0.347,1.8,2.6,0.683,0.5196
Giannis Antetokounmpo,203507,2014-15,MIL,20.0,81,71.0,31.4,12.7,6.7,2.6,0.9,1.0,2.1,4.7,9.6,0.491,0.1,0.5,0.159,3.2,4.3,0.741,0.5526
Giannis Antetokounmpo,203507,2015-16,MIL,21.0,80,79.0,35.3,16.9,7.7,4.3,1.2,1.4,2.6,6.4,12.7,0.506,0.4,1.4,0.257,3.7,5.1,0.724,0.5654
Giannis Antetokounmpo,203507,2016-17,MIL,22.0,80,80.0,35.6,22.9,8.8,5.4,1.6,1.9,2.9,8.2,15.7,0.521,0.6,2.3,0.272,5.9,7.7,0.77,0.5999
Giannis Antetokounmpo,203507,2017-18,MIL,23.0,75,75.0,36.7,26.9,10.0,4.8,1.5,1.4,3.0,9.9,18.7,0.529,0.6,1.9,0.307,6.5,8.5,0.76,0.5994
Giannis Antetokounmpo,203507,2018-19,MIL,24.0,72,72.0,32.8,27.7,12.5,5.9,1.3,1.5,3.7,10.0,17.3,0.578,0.7,2.8,0.256,6.9,9.5,0.729,0.6448
Giannis Antetokounmpo,203507,2019-20,MIL,25.0,63,63.0,30.4,29.5,13.6,5.6,1.0,1.0,3.7,10.9,19.7,0.553,1.4,4.7,0.304,6.3,10.0,0.633,0.612
Giannis Antetokounmpo,203507,2020-21,MIL,26.0,61,61.0,33.0,28.1,11.0,5.9,1.2,1.2,3.4,10.3,18.0,0.569,1.1,3.6,0.303,6.5,9.5,0.685,0.6335
Giannis Antetokounmpo,203507,2021-22,MIL,27.0,67,67.0,32.9,29.9,11.6,5.8,1.1,1.4,3.3,10.3,18.6,0.553,1.1,3.6,0.293,8.3,11.4,0.722,0.633
Giannis Antetokounmpo,203507,2022-23,MIL,28.0,63,63.0,32.1,31.1,11.8,5.7,0.8,0.8,3.9,11.2,20.3,0.553,0.7,2.7,0.275,7.9,12.3,0.645,0.6048
Giannis Antetokounmpo,203507,2023-24,MIL,29.0,73,73.0,35.2,30.4,11.5,6.5,1.2,1.1,3.4,11.5,18.8,0.611,0.5,1.7,0.274,7.0,10.7,0.657,0.6466
Giannis Antetokounmpo,203507,2024-25,MIL,30.0,67,67.0,34.2,30.4,11.9,6.5,0.9,1.2,3.1,11.8,19.7,0.601,0.2,0.9,0.222,6.5,10.6,0.617,0.6239
Giannis Antetokounmpo,203507,2025-26,MIL,31.0,36,36.0,28.9,27.6,9.8,5.4,0.9,0.7,3.2,10.4,16.6,0.624,0.4,1.3,0.333,6.4,9.9,0.65,0.6585
Carmelo Anthony,2546,2003-04,DEN,20.0,82,82.0,36.5,21.0,6.1,2.8,1.2,0.5,3.0,7.6,17.9,0.426,0.8,2.6,0.322,5.0,6.4,0.777,0.5069
Carmelo Anthony,2546,2004-05,DEN,21.0,75,75.0,34.8,20.8,5.7,2.6,0.9,0.4,3.0,7.1,16.4,0.431,0.6,2.1,0.266,6.1,7.6,0.796,0.5267
Carmelo Anthony,2546,2005-06,DEN,22.0,80,80.0,36.8,26.5,4.9,2.7,1.1,0.5,2.7,9.5,19.7,0.481,0.5,1.9,0.243,7.2,8.9,0.808,0.5611
Carmelo Anthony,2546,2006-07,DEN,23.0,65,65.0,38.2,28.9,6.0,3.8,1.2,0.4,3.6,10.6,22.4,0.476,0.6,2.3,0.268,7.1,8.7,0.808,0.5509
Carmelo Anthony,2546,2007-08,DEN,24.0,77,77.0,36.4,25.7,7.4,3.4,1.3,0.5,3.3,9.5,19.2,0.492,0.8,2.1,0.354,6.0,7.7,0.786,0.5689
Carmelo Anthony,2546,2008-09,DEN,25.0,66,66.0,34.5,22.8,6.8,3.4,1.1,0.4,3.0,8.1,18.3,0.443,1.0,2.6,0.371,5.6,7.1,0.793,0.5321
Carmelo Anthony,2546,2009-10,DEN,26.0,69,69.0,38.2,28.2,6.6,3.2,1.3,0.4,3.0,10.0,21.8,0.458,0.9,2.7,0.316,7.4,8.9,0.83,0.5483
Carmelo Anthony,2546,2010-11,DEN,27.0,50,50.0,35.5,25.2,7.6,2.8,0.9,0.6,2.8,8.7,19.3,0.452,0.8,2.5,0.333,6.9,8.3,0.823,0.549
Carmelo Anthony,2546,2010-11,NYK,27.0,27,27.0,36.2,26.3,6.7,3.0,0.9,0.6,2.4,9.1,19.9,0.461,2.0,4.6,0.424,6.1,7.0,0.872,0.5722
Carmelo Anthony,2546,2010-11,TOT,27.0,77,77.0,35.7,25.6,7.3,2.9,0.9,0.6,2.7,8.9,19.5,0.455,1.2,3.3,0.378,6.6,7.9,0.838,0.5571
Carmelo Anthony,2546,2011-12,NYK,28.0,55,55.0,34.1,22.6,6.3,3.6,1.1,0.4,2.6,8.0,18.6,0.43,1.2,3.7,0.335,5.4,6.7,0.804,0.5244
Carmelo Anthony,2546,2012-13,NYK,29.0,67,67.0,37.0,28.7,6.9,2.6,0.8,0.5,2.6,10.0,22.2,0.449,2.3,6.2,0.379,6.3,7.6,0.83,0.5618
Carmelo Anthony,2546,2013-14,NYK,30.0,77,77.0,38.7,27.4,8.1,3.1,1.2,0.7,2.6,9.6,21.3,0.452,2.2,5.4,0.402,6.0,7.0,0.848,0.5619
Carmelo Anthony,2546,2014-15,NYK,31.0,40,40.0,35.7,24.2,6.6,3.1,1.0,0.4,2.2,9.0,20.2,0.444,1.5,4.5,0.341,4.7,5.9,0.797,0.5308
Carmelo Anthony,2546,2015-16,NYK,32.0,72,72.0,35.1,21.8,7.7,4.2,0.9,0.5,2.4,7.9,18.2,0.434,1.5,4.3,0.339,4.6,5.6,0.829,0.5275
Carmelo Anthony,2546,2016-17,NYK,33.0,74,74.0,34.3,22.4,5.9,2.9,0.8,0.5,2.1,8.1,18.8,0.433,2.0,5.7,0.359,4.1,4.9,0.833,0.5345
Carmelo Anthony,2546,2017-18,OKC,34.0,78,78.0,32.1,16.2,5.8,1.3,0.6,0.6,1.3,6.1,15.0,0.404,2.2,6.1,0.357,1.9,2.5,0.767,0.5031
Carmelo Anthony,2546,2018-19,HOU,35.0,10,2.0,29.4,13.4,5.4,0.5,0.4,0.7,0.8,4.9,12.1,0.405,2.1,6.4,0.328,1.5,2.2,0.682,0.5127
Carmelo Anthony,2546,2019-20,POR,36.0,58,58.0,32.8,15.4,6.3,1.5,0.8,0.5,1.7,5.8,13.5,0.43,1.5,3.9,0.385,2.3,2.8,0.845,0.5227
Carmelo Anthony,2546,2020-21,POR,37.0,69,3.0,24.5,13.4,3.1,1.5,0.7,0.6,0.9,4.7,11.3,0.421,1.9,4.7,0.409,2.0,2.2,0.89,0.5461
Carmelo Anthony,2546,2021-22,LAL,38.0,69,3.0,26.0,13.3,4.2,1.0,0.7,0.8,0.9,4.6,10.5,0.441,2.2,5.8,0.375,1.9,2.3,0.83,0.5777
Nate Archibald,76054,1970-71,CIN,22.0,82,82.0,35.0,16.0,3.0,5.5,,,,5.9,13.4,0.444,,,,4.1,5.4,0.757,0.5071
Nate Archibald,76054,1971-72,CIN,23.0,76,71.0,43.1,28.2,2.9,9.2,,,,9.7,19.9,0.486,,,,8.9,10.8,0.822,0.572
Nate Archibald,76054,1972-73,KCK,24.0,80,80.0,46.0,34.0,2.8,11.4,,,,12.9,26.3,0.488,,,,8.3,9.8,0.847,0.5553
Nate Archibald,76054,1973-74,KCK,25.0,35,31.0,36.3,17.6,2.4,7.6,1.6,0.2,,6.3,14.1,0.451,,,,4.9,6.0,0.82,0.5257
Nate Archibald,76054,1974-75,KCK,26.0,82,82.0,39.6,26.5,2.7,6.8,1.5,0.1,,9.3,20.3,0.456,,,,8.0,9.1,0.872,0.5452
Nate Archibald,76054,1975-76,KCK,27.0,78,77.0,40.8,24.8,2.7,7.9,1.6,0.2,,9.2,20.3,0.453,,,,6.4,8.0,0.802,0.5206
Nate Archibald,76054,1976-77,NYN,28.0,34,34.0,37.6,20.5,2.4,7.5,1.7,0.3,,7.4,16.5,0.446,,,,5.8,7.4,0.785,0.5188
Nate Archibald,76054,1978-79,BOS,30.0,69,34.0,24.1,11.0,1.5,4.7,0.8,0.1,2.9,3.8,8.3,0.452,,,,3.5,4.4,0.788,0.5373
Nate Archibald,76054,1979-80,BOS,31.0,80,80.0,35.8,14.1,2.5,8.4,1.3,0.1,3.0,4.8,9.9,0.482,0.1,0.2,0.222,4.5,5.4,0.83,0.5743
Nate Archibald,76054,1980-81,BOS,32.0,80,72.0,35.3,13.8,2.2,7.7,0.9,0.2,3.3,4.8,9.6,0.499,0.0,0.1,0.0,4.3,5.2,0.816,0.5804
Nate Archibald,76054,1981-82,BOS,33.0,68,51.0,31.9,12.6,1.7,8.0,0.8,0.0,2.6,4.5,9.6,0.472,0.1,0.2,0.375,3.5,4.6,0.747,0.542
Nate Archibald,76054,1982-83,BOS,34.0,66,18.0,27.4,10.5,1.4,6.2,0.6,0.1,2.5,3.6,8.4,0.425,0.1,0.4,0.208,3.3,4.5,0.743,0.5058
Nate Archibald,76054,1983-84,MIL,35.0,46,46.0,22.6,7.4,1.7,3.5,0.7,0.0,1.7,3.0,6.1,0.487,0.1,0.4,0.222,1.4,2.2,0.634,0.5235
Paul Arizin,76056,1950-51,PHW,23.0,65,,,17.2,9.8,2.1,,,,5.4,13.3,0.407,,,,6.4,8.1,0.793,0.51
Paul Arizin,76056,1951-52,PHW,24.0,66,,44.5,25.4,11.3,2.6,,,,8.3,18.5,0.448,,,,8.8,10.7,0.818,0.5472
Paul Arizin,76056,1954-55,PHW,27.0,72,,41.0,21.0,9.4,2.9,,,,7.3,18.4,0.399,,,,6.3,8.1,0.776,0.4781
Paul Arizin,76056,1955-56,PHW,28.0,72,,37.8,24.2,7.5,2.6,,,,8.6,19.1,0.448,,,,7.0,8.7,0.81,0.5277
Paul Arizin,76056,1956-57,PHW,29.0,71,,39.0,25.6,7.9,2.1,,,,8.6,20.4,0.422,,,,8.3,10.0,0.829,0.5161
Paul Arizin,76056,1957-58,PHW,30.0,68,,35.0,20.7,7.4,2.0,,,,7.1,18.1,0.393,,,,6.5,8.0,0.809,0.4787
Paul Arizin,76056,1958-59,PHW,31.0,70,,40.0,26.4,9.1,1.7,,,,9.0,20.9,0.431,,,,8.4,10.3,0.813,0.519
Paul Arizin,76056,1959-60,PHW,32.0,72,,36.4,22.3,8.6,2.3,,,,8.2,19.4,0.424,,,,5.8,7.3,0.798,0.4931
Paul Arizin,76056,1960-61,PHW,33.0,79,,37.2,23.2,8.6,2.4,,,,8.2,19.4,0.425,,,,6.7,8.1,0.833,0.5051
Paul Arizin,76056,1961-62,PHW,34.0,78,,35.7,21.9,6.8,2.6,,,,7.8,19.1,0.41,,,,6.2,7.7,0.805,0.4869
Charles Barkley,787,1984-85,PHL,22.0,82,60.0,28.6,14.0,8.6,1.9,1.2,1.0,2.5,5.2,9.5,0.545,0.0,0.1,0.167,3.6,4.9,0.733,0.6005
Charles Barkley,787,1985-86,PHL,23.0,80,80.0,36.9,20.0,12.8,3.9,2.2,1.6,4.4,7.4,13.0,0.572,0.2,0.9,0.227,5.0,7.2,0.685,0.6185
Charles Barkley,787,1986-87,PHL,24.0,68,62.0,40.3,23.0,14.6,4.9,1.8,1.5,4.7,8.2,13.8,0.594,0.3,1.5,0.202,6.3,8.3,0.761,0.659
Charles Barkley,787,1987-88,PHL,25.0,80,80.0,39.6,28.3,11.9,3.2,1.3,1.3,3.8,9.4,16.0,0.587,0.6,2.0,0.28,8.9,11.9,0.751,0.6663
Charles Barkley,787,1988-89,PHL,26.0,79,79.0,39.1,25.8,12.5,4.1,1.6,0.8,3.2,8.9,15.3,0.579,0.4,2.1,0.216,7.6,10.1,0.753,0.6534
Charles Barkley,787,1989-90,PHL,27.0,79,79.0,39.1,25.2,11.5,3.9,1.9,0.6,3.1,8.9,14.9,0.6,0.3,1.2,0.217,7.1,9.4,0.749,0.6619
Charles Barkley,787,1990-91,PHL,28.0,67,67.0,37.3,27.6,10.1,4.2,1.6,0.5,3.1,9.9,17.4,0.57,0.7,2.3,0.284,7.1,9.8,0.722,0.6356
Charles Barkley,787,1991-92,PHL,29.0,75,75.0,38.4,23.1,11.1,4.1,1.8,0.6,3.1,8.3,15.0,0.552,0.4,1.8,0.234,6.1,8.7,0.695,0.6134
Charles Barkley,787,1992-93,PHX,30.0,76,76.0,37.6,25.6,12.2,5.1,1.6,1.0,3.1,9.4,18.1,0.52,0.9,2.9,0.305,5.9,7.7,0.765,0.5957
Charles Barkley,787,1993-94,PHX,31.0,65,65.0,35.4,21.6,11.2,4.6,1.6,0.6,3.2,8.0,16.1,0.495,0.7,2.7,0.27,4.9,7.0,0.704,0.5631
Charles Barkley,787,1994-95,PHX,32.0,68,66.0,35.0,23.0,11.1,4.1,1.6,0.7,2.2,8.1,16.8,0.486,1.1,3.2,0.338,5.6,7.5,0.748,0.5721
Charles Barkley,787,1995-96,PHX,33.0,71,71.0,37.1,23.2,11.6,3.7,1.6,0.8,3.1,8.2,16.3,0.5,0.7,2.5,0.28,6.2,8.0,0.777,0.5853
Charles Barkley,787,1996-97,HOU,34.0,53,53.0,37.9,19.2,13.5,4.7,1.3,0.5,2.8,6.3,13.1,0.484,1.1,3.9,0.283,5.4,7.8,0.694,0.5807
Charles Barkley,787,1997-98,HOU,35.0,68,41.0,33.0,15.2,11.7,3.2,1.0,0.4,2.2,5.3,10.9,0.485,0.3,1.2,0.214,4.4,5.8,0.746,0.565
Charles Barkley,787,1998-99,HOU,36.0,42,40.0,36.3,16.1,12.3,4.6,1.0,0.3,2.4,5.7,12.0,0.478,0.1,0.6,0.16,4.6,6.4,0.719,0.5433
Charles Barkley,787,1999-00,HOU,37.0,20,18.0,31.0,14.5,10.5,3.2,0.7,0.2,2.2,5.3,11.1,0.477,0.3,1.3,0.231,3.6,5.5,0.645,0.5362
Rick Barry,600013,1965-66,SFW,22.0,80,,37.4,25.7,10.6,2.2,,,,9.3,21.2,0.439,,,,7.1,8.3,0.862,0.5171
Rick Barry,600013,1966-67,SFW,23.0,78,,40.7,35.6,9.2,3.6,,,,13.0,28.7,0.451,,,,9.7,10.9,0.884,0.5314
Rick Barry,600013,1972-73,GOS,29.0,82,,37.5,22.3,8.9,4.9,,,,9.0,19.9,0.452,,,,4.4,4.8,0.902,0.5065
Rick Barry,600013,1973-74,GOS,30.0,80,,36.5,25.1,6.8,6.1,2.1,0.5,,10.0,21.8,0.456,,,,5.2,5.8,0.899,0.5154
Rick Barry,600013,1974-75,GOS,31.0,80,,40.4,30.6,5.7,6.2,2.9,0.4,,12.9,27.7,0.464,,,,4.9,5.5,0.904,0.508
Rick Barry,600013,1975-76,GOS,32.0,81,,38.5,21.0,6.1,6.1,2.5,0.3,,8.7,20.0,0.435,,,,3.5,3.8,0.923,0.4845
Rick Barry,600013,1976-77,GOS,33.0,79,,36.8,21.8,5.3,6.0,2.2,0.7,,8.6,19.6,0.44,,,,4.5,5.0,0.916,0.5
Rick Barry,600013,1977-78,GOS,34.0,82,,36.9,23.1,5.5,5.4,1.9,0.5,2.7,9.3,20.6,0.451,,,,4.6,5.0,0.924,0.5066
Rick Barry,600013,1978-79,HOU,35.0,80,,32.1,13.5,3.5,6.3,1.2,0.5,2.5,5.8,12.5,0.461,,,,2.0,2.1,0.947,0.5028
Rick Barry,600013,1979-80,HOU,36.0,72,,25.2,12.0,3.3,3.7,1.1,0.4,2.1,4.5,10.7,0.422,1.0,3.1,0.33,2.0,2.1,0.935,0.5162
Elgin Baylor,76127,1958-59,MNL,24.0,70,,40.8,24.9,15.0,4.1,,,,8.6,21.2,0.408,,,,7.6,9.8,0.777,0.488
Elgin Baylor,76127,1959-60,MNL,25.0,70,,41.0,29.6,16.4,3.5,,,,10.8,25.4,0.424,,,,8.1,11.0,0.732,0.4894
Elgin Baylor,76127,1960-61,LAL,26.0,73,,42.9,34.8,19.8,5.1,,,,12.8,29.7,0.43,,,,9.3,11.8,0.783,0.4987
Elgin Baylor,76127,1961-62,LAL,27.0,48,,44.4,38.3,18.6,4.6,,,,14.2,33.1,0.428,,,,9.9,13.1,0.754,0.4927
Elgin Baylor,76127,1962-63,LAL,28.0,80,,42.1,34.0,14.3,4.8,,,,12.9,28.4,0.453,,,,8.3,9.9,0.837,0.519
Elgin Baylor,76127,1963-64,LAL,29.0,78,,40.6,25.4,12.0,4.4,,,,9.7,22.8,0.425,,,,6.0,7.5,0.804,0.4866
Elgin Baylor,76127,1964-65,LAL,30.0,74,,41.3,27.1,12.8,3.8,,,,10.3,25.7,0.401,,,,6.5,8.2,0.792,0.4623
Elgin Baylor,76127,1965-66,LAL,31.0,65,,30.4,16.6,9.6,3.4,,,,6.4,15.9,0.401,,,,3.8,5.2,0.739,0.4563
Elgin Baylor,76127,1966-67,LAL,32.0,70,,38.7,26.6,12.8,3.1,,,,10.2,23.7,0.429,,,,6.3,7.7,0.813,0.491
Elgin Baylor,76127,1967-68,LAL,33.0,77,,39.3,26.0,12.2,4.6,,,,9.8,22.2,0.443,,,,6.3,8.1,0.786,0.5046
Elgin Baylor,76127,1968-69,LAL,34.0,76,,40.3,24.8,10.6,5.4,,,,9.6,21.5,0.447,,,,5.5,7.5,0.743,0.5
Elgin Baylor,76127,1969-70,LAL,35.0,54,,41.0,24.0,10.4,5.4,,,,9.5,19.5,0.486,,,,5.1,6.6,0.773,0.5356
Elgin Baylor,76127,1970-71,LAL,36.0,2,,28.5,10.0,5.5,1.0,,,,4.0,9.5,0.421,,,,2.0,3.0,0.667,0.4621
Elgin Baylor,76127,1971-72,LAL,37.0,9,,26.6,11.8,6.3,2.0,,,,4.7,10.8,0.433,,,,2.4,3.0,0.815,0.4868
Dave Bing,76166,1966-67,DET,23.0,80,,34.5,20.0,4.5,4.1,,,,8.3,19.0,0.436,,,,3.4,4.6,0.738,0.4756
Dave Bing,76166,1967-68,DET,24.0,79,,40.6,27.1,4.7,6.4,,,,10.6,24.0,0.441,,,,6.0,8.5,0.707,0.4885
Dave Bing,76166,1968-69,DET,25.0,77,,39.5,23.4,5.0,7.1,,,,8.8,20.7,0.425,,,,5.8,8.1,0.713,0.4822
Dave Bing,76166,1969-70,DET,26.0,70,,33.3,22.9,4.3,6.0,,,,8.2,18.5,0.444,,,,6.5,8.3,0.783,0.5169
Dave Bing,76166,1970-71,DET,27.0,82,,37.4,27.0,4.4,5.0,,,,9.7,20.9,0.467,,,,7.5,9.4,0.797,0.5392
Dave Bing,76166,1971-72,DET,28.0,45,,43.0,22.6,4.1,7.0,,,,8.2,19.8,0.414,,,,6.2,7.9,0.785,0.4855
Dave Bing,76166,1972-73,DET,29.0,82,,41.0,22.4,3.6,7.8,,,,8.4,18.8,0.448,,,,5.6,6.8,0.814,0.514
Dave Bing,76166,1973-74,DET,30.0,81,,38.6,18.8,3.5,6.9,1.3,0.2,,7.2,16.5,0.436,,,,4.4,5.4,0.813,0.498
Dave Bing,76166,1974-75,DET,31.0,79,,40.8,19.0,3.6,7.7,1.5,0.3,,7.3,16.9,0.434,,,,4.3,5.4,0.809,0.4928
Dave Bing,76166,1975-76,WAS,32.0,82,,35.9,16.2,2.9,6.0,1.4,0.3,,6.1,13.6,0.447,,,,4.0,5.1,0.787,0.5112
Dave Bing,76166,1976-77,WAS,33.0,64,,23.7,10.6,2.2,4.3,1.0,0.1,,4.2,9.3,0.454,,,,2.1,2.8,0.773,0.5032
Dave Bing,76166,1977-78,BOS,34.0,80,,28.2,13.6,2.7,3.8,1.0,0.2,2.7,5.3,11.8,0.449,,,,3.1,3.7,0.824,0.5064
Larry Bird,1449,1979-80,BOS,23.0,82,82.0,36.0,21.3,10.4,4.5,1.7,0.6,3.2,8.5,17.8,0.474,0.7,1.7,0.406,3.7,4.4,0.836,0.5396
